Order_ID,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min
850,12.11,2,1,2,0,9,5.0,59
542,12.32,0,2,1,2,17,4.0,71
434,2.47,2,1,0,1,22,6.0,34
343,3.88,1,1,1,1,27,9.0,42
894,8.25,0,2,0,0,7,9.0,28
569,18.13,2,0,1,0,21,2.0,88
321,11.21,0,0,0,2,23,1.0,76
56,18.48,0,2,3,0,8,0.0,82
586,5.18,0,2,0,1,9,2.0,30
866,11.41,4,2,0,2,17,4.0,68
903,4.04,3,1,3,0,11,9.0,70
649,15.89,3,2,0,1,15,9.0,91
200,15.71,0,1,0,2,28,5.0,69
991,16.09,3,1,2,1,13,6.0,69
840,12.83,0,1,1,0,5,8.0,50
311,9.06,0,2,1,0,23,4.0,47
489,19.03,0,2,2,2,8,8.0,65
45,5.55,1,0,1,0,18,1.0,116
990,16.47,3,0,1,2,20,9.0,75
627,9.52,0,1,2,0,12,1.0,49
642,6.78,1,1,3,0,18,6.0,42
606,9.49,2,2,2,1,23,6.0,53
742,6.38,3,1,1,0,16,1.0,111
822,0.59,0,1,0,0,21,0.0,27
891,14.58,0,1,1,0,23,0.0,70
193,18.06,0,2,3,0,9,8.0,52
915,11.26,0,1,3,0,5,6.0,49
988,8.98,0,2,0,2,22,8.0,105
34,19.0,0,0,2,1,28,3.0,96
306,19.53,1,1,0,0,11,6.0,87
509,19.02,2,0,1,2,22,1.0,106
681,16.43,0,1,1,0,13,5.0,56
266,14.94,0,2,2,0,11,0.0,62
122,17.97,4,2,2,2,28,7.0,92
411,6.73,0,2,0,0,21,1.0,54
138,14.21,0,2,1,0,24,5.0,58
97,10.69,0,2,3,0,25,9.0,67
611,1.27,1,0,0,0,25,9.0,46
169,1.3,0,2,1,0,22,4.0,31
39,13.84,0,1,2,2,18,5.0,64
618,5.9,2,1,1,1,26,9.0,44
695,2.74,0,0,0,0,18,9.0,37
971,13.44,0,1,3,0,29,0.0,63
820,7.04,0,1,0,0,11,8.0,38
861,15.62,3,0,1,2,26,2.0,81
211,11.2,0,2,2,0,23,5.0,73
418,6.91,0,1,1,0,27,8.0,91
447,19.73,2,1,1,0,8,8.0,64
69,1.95,0,1,2,2,16,2.0,23
985,14.7,0,2,1,2,24,5.0,75
892,17.19,0,2,0,0,11,8.0,76
367,19.24,3,1,2,0,26,1.0,114
873,13.06,2,0,2,0,17,8.0,59
880,4.83,2,1,2,1,25,9.0,47
384,17.61,0,2,2,2,19,3.0,80
223,2.33,0,1,2,1,6,1.0,17
206,0.68,3,0,1,0,29,8.0,50
633,10.48,2,1,0,1,10,7.0,45
358,11.92,0,1,0,2,14,4.0,46
734,10.7,0,0,0,1,8,4.0,57
740,7.85,0,1,0,2,7,9.0,34
763,5.35,0,2,0,2,24,6.0,43
849,10.29,1,2,1,2,25,4.0,67
984,1.97,0,0,2,1,28,7.0,43
177,13.97,3,1,1,2,14,8.0,52
762,6.58,1,1,1,1,6,7.0,27
187,16.44,2,0,0,0,12,5.0,86
397,17.24,0,1,1,0,17,5.0,69
342,9.73,0,1,0,0,29,6.0,60
457,0.72,2,2,0,2,9,2.0,23
194,12.85,2,2,0,2,23,0.0,80
68,16.14,0,1,3,1,6,9.0,65
55,12.16,4,0,1,2,11,0.0,69
438,16.53,3,1,0,2,24,9.0,99
901,4.55,2,1,0,0,5,6.0,21
718,19.32,2,0,2,1,21,7.0,112
424,10.14,0,2,2,2,20,1.0,59
292,1.23,0,1,1,0,18,6.0,21
886,3.98,0,0,3,1,19,3.0,41
82,12.65,0,1,1,0,15,4.0,66
637,10.89,0,0,3,0,12,5.0,53
378,0.95,2,2,2,1,27,0.0,44
389,15.14,4,2,2,0,15,4.0,71
493,5.91,0,2,1,2,29,4.0,57
686,11.36,1,1,0,0,6,4.0,47
50,4.1,0,1,2,0,21,3.0,37
787,11.88,2,0,0,1,29,9.0,78
956,7.97,4,2,1,2,9,8.0,35
504,16.37,0,0,2,0,26,7.0,97
944,16.68,0,2,0,0,9,9.0,63
810,2.71,0,2,2,1,6,5.0,19
719,2.92,4,0,0,0,24,4.0,48
255,3.81,2,0,0,0,5,6.0,31
227,19.47,0,1,2,0,16,8.0,83
673,2.06,1,2,1,2,22,4.0,40
408,0.71,1,1,3,0,29,1.0,41
521,12.09,0,2,2,1,13,1.0,60
109,4.96,2,1,0,1,10,7.0,28
651,2.19,0,1,1,0,26,3.0,32
85,6.56,4,2,2,0,14,1.0,47
878,13.35,2,1,1,2,14,4.0,91
217,6.85,0,0,2,0,16,5.0,48
420,15.17,4,1,2,0,25,4.0,77
746,18.04,0,2,2,0,8,5.0,71
782,11.08,4,0,0,0,16,6.0,70
293,16.54,2,1,0,2,6,7.0,51
817,12.03,0,2,2,1,20,5.0,65
570,7.29,0,0,1,1,11,7.0,48
561,14.23,0,2,0,2,23,7.0,70
186,13.37,4,0,0,2,17,8.0,63
636,9.22,0,2,0,1,18,9.0,57
87,14.73,2,1,0,0,24,6.0,74
833,3.25,2,2,1,2,29,0.0,51
552,17.12,2,1,2,0,26,3.0,86
670,6.06,1,1,0,2,10,8.0,41
508,16.54,2,2,0,0,25,7.0,77
523,19.41,0,1,2,1,7,3.0,48
565,7.34,1,2,0,0,22,5.0,93
328,12.43,3,1,0,1,12,0.0,70
707,6.79,2,1,1,2,16,1.0,39
215,14.39,2,2,2,2,6,5.0,50
35,19.33,0,2,2,0,7,8.0,73
242,19.1,3,1,0,0,18,1.0,101
965,6.13,2,0,2,0,25,6.0,59
755,3.22,4,0,2,1,7,7.0,27
302,10.86,4,2,2,1,10,4.0,60
788,8.32,2,1,0,1,12,2.0,49
77,15.54,0,1,3,0,29,1.0,76
406,17.96,0,2,1,2,26,0.0,74
285,11.78,0,1,0,2,26,3.0,71
975,1.11,0,1,2,0,5,6.0,8
313,0.99,0,2,1,0,15,5.0,32
134,7.08,0,2,0,2,5,8.0,27
690,4.15,0,2,2,1,17,8.0,46
417,6.22,0,1,0,0,16,9.0,29
65,5.98,0,1,1,1,22,9.0,35
603,3.95,0,2,2,1,28,5.0,47
268,14.2,0,2,0,0,17,1.0,73
717,16.7,0,2,0,2,28,1.0,76
84,1.74,1,0,0,2,8,9.0,28
803,11.74,0,0,1,1,6,3.0,54
546,7.48,0,2,2,1,21,4.0,52
683,3.83,2,1,1,1,27,3.0,49
648,13.74,1,2,0,0,6,1.0,56
380,6.0,2,2,1,2,21,2.0,47
659,13.1,0,1,1,0,28,2.0,72
260,2.39,2,2,1,0,27,7.0,43
57,2.23,3,2,1,1,14,0.0,41
772,17.01,3,1,3,0,28,6.0,97
929,12.85,2,2,1,2,6,7.0,61
475,10.79,0,2,1,2,24,1.0,65
808,18.55,0,1,0,1,11,9.0,69
235,4.31,2,2,0,0,9,2.0,35
476,19.86,2,0,1,0,12,8.0,71
875,1.0,3,2,2,0,28,0.0,51
917,6.24,0,2,1,0,15,3.0,52
731,3.7,0,2,2,0,28,7.0,45
317,8.47,2,1,0,2,19,0.0,48
900,2.17,3,1,1,1,15,3.0,35
778,14.58,0,1,0,0,13,5.0,57
442,19.74,0,2,0,1,16,1.0,98
976,5.61,4,1,3,0,25,9.0,48
678,8.26,0,1,2,1,21,4.0,80
100,2.6,0,1,0,0,16,1.0,29
372,0.86,0,0,0,0,26,5.0,37
301,1.51,0,0,0,0,14,2.0,32
689,15.51,2,2,2,2,10,8.0,81
289,6.09,0,2,3,0,7,4.0,27
478,11.3,3,2,0,0,15,8.0,70
361,8.07,4,1,1,0,21,4.0,48
474,17.88,0,2,1,0,29,3.0,98
218,15.06,2,1,2,0,22,4.0,65
558,1.06,0,1,0,2,19,6.0,21
953,3.92,2,2,3,0,20,9.0,41
219,13.17,2,0,1,2,17,8.0,69
47,6.58,0,1,0,0,13,1.0,34
71,15.56,0,2,1,0,14,3.0,54
852,15.12,1,1,2,0,14,1.0,58
212,13.99,0,0,1,2,7,3.0,96
805,8.77,0,2,2,1,12,2.0,42
279,14.19,0,2,0,0,9,1.0,57
430,2.78,0,0,0,2,9,0.0,41
290,12.02,0,1,2,1,9,7.0,41
247,8.85,0,1,0,0,11,9.0,45
634,10.88,3,1,0,1,13,3.0,52
943,13.2,3,1,2,1,14,3.0,62
119,17.9,0,1,2,0,23,5.0,85
232,10.3,0,1,1,2,19,8.0,48
330,5.33,0,1,1,1,29,1.0,51
979,10.18,1,2,2,0,25,3.0,73
819,1.57,2,1,1,1,16,1.0,30
336,1.29,2,1,1,0,7,7.0,15
554,11.44,1,0,0,1,14,4.0,74
829,14.88,3,2,1,0,10,0.0,64
584,6.91,0,2,1,2,28,9.0,56
185,5.53,0,2,0,0,19,1.0,44
90,9.71,0,1,2,0,8,1.0,49
733,13.47,2,1,0,2,7,6.0,46
11,0.9,0,1,0,0,20,8.0,23
675,8.5,3,0,1,0,14,7.0,56
106,5.36,0,1,0,2,11,4.0,30
853,4.59,1,1,1,2,19,8.0,36
632,17.96,0,2,2,0,22,2.0,76
925,8.79,3,1,3,0,14,6.0,43
940,11.74,0,1,0,1,20,1.0,52
409,18.15,2,0,2,0,22,7.0,108
103,6.63,1,1,3,2,24,3.0,58
5,3.54,1,1,2,0,23,7.0,37
888,5.14,0,2,1,2,23,7.0,43
267,14.09,0,2,0,2,12,3.0,55
654,15.04,0,1,2,1,24,5.0,60
54,17.95,3,0,2,2,16,5.0,96
779,14.54,0,2,1,0,29,2.0,73
405,6.74,2,2,1,1,21,9.0,47
314,19.27,1,2,2,1,29,9.0,85
322,14.43,0,2,2,1,14,4.0,113
238,0.97,0,1,3,2,24,8.0,26
954,18.33,3,2,2,2,5,5.0,67
571,10.52,2,2,0,2,8,4.0,56
70,19.74,0,1,2,1,21,7.0,71
92,14.41,2,2,3,0,16,6.0,85
722,4.03,0,2,1,0,9,5.0,25
410,2.28,1,2,2,2,27,6.0,44
998,3.17,0,1,0,0,17,1.0,28
512,8.66,3,0,2,0,29,3.0,77
80,2.76,4,2,3,0,6,2.0,27
320,5.38,0,2,1,2,26,1.0,47
36,16.26,2,1,2,1,27,5.0,66
506,3.67,0,1,2,0,9,0.0,26
525,16.85,0,0,2,1,17,4.0,71
339,9.75,0,1,0,0,22,7.0,50
76,14.72,0,2,1,2,15,8.0,80
910,7.9,0,1,0,2,22,5.0,48
902,1.02,0,2,0,0,25,4.0,34
364,11.14,2,2,2,2,7,3.0,47
110,2.0,0,0,1,2,10,2.0,30
393,7.75,0,2,1,2,21,1.0,55
104,10.42,4,2,0,0,28,3.0,72
973,14.79,0,2,2,2,12,9.0,64
490,17.86,0,1,0,2,16,8.0,83
942,11.31,0,2,1,0,7,0.0,54
450,2.13,2,1,2,2,9,2.0,22
323,13.37,1,2,1,2,16,9.0,71
967,14.52,0,2,0,1,26,5.0,86
914,8.48,0,0,3,0,11,5.0,39
884,2.53,3,1,2,0,6,8.0,24
446,18.97,0,1,1,1,25,4.0,141
303,11.04,0,2,0,2,8,2.0,54
324,5.96,0,1,0,0,26,6.0,48
969,11.54,0,0,0,1,10,0.0,56
253,17.1,0,2,1,0,25,5.0,65
949,17.54,0,2,2,1,16,8.0,54
433,12.56,0,0,1,0,17,5.0,69
980,12.14,1,0,0,0,12,0.0,65
191,2.32,0,1,0,2,23,1.0,32
495,9.54,2,2,1,2,11,5.0,47
441,2.15,4,2,0,1,17,6.0,30
497,11.88,2,2,1,0,20,8.0,69
349,7.8,4,2,0,1,17,6.0,44
280,16.02,0,1,1,0,20,7.0,61
37,6.44,0,1,0,1,18,2.0,43
662,19.74,2,0,0,2,11,7.0,81
180,3.18,2,2,1,0,21,3.0,42
373,2.34,1,2,2,0,8,2.0,28
278,13.17,4,2,0,0,16,4.0,67
477,1.94,1,1,3,0,10,1.0,25
698,11.83,0,1,1,2,9,7.0,32
780,13.0,1,1,1,0,25,7.0,77
480,10.7,0,2,0,2,8,5.0,44
281,17.86,2,1,0,0,5,1.0,50
539,9.29,0,2,1,0,10,9.0,40
440,2.09,2,1,3,0,23,2.0,36
192,18.0,2,0,3,1,22,5.0,98
841,0.76,0,1,0,1,26,9.0,28
759,17.93,0,2,0,0,29,4.0,85
687,11.65,4,1,3,0,10,3.0,53
612,16.09,2,1,2,0,21,8.0,66
291,1.09,0,2,2,2,6,2.0,17
609,10.32,0,2,3,1,24,5.0,49
813,2.93,0,2,2,0,24,8.0,94
3,14.77,0,0,2,2,11,6.0,67
102,12.91,4,2,1,0,11,6.0,56
783,5.41,0,0,2,2,17,6.0,38
369,4.32,0,1,2,0,21,9.0,34
563,3.16,3,1,2,1,9,5.0,27
165,2.26,0,2,2,2,6,3.0,19
537,17.07,0,2,2,0,20,6.0,73
585,12.85,4,2,0,2,18,7.0,61
22,3.22,0,2,0,0,19,9.0,32
7,1.63,2,2,3,0,24,5.0,38
458,9.64,2,2,1,0,14,6.0,52
460,2.82,2,2,1,2,10,1.0,29
33,1.77,0,2,1,0,14,9.0,22
887,13.23,0,2,3,0,20,8.0,70
726,16.92,0,1,3,0,23,5.0,78
214,4.87,3,0,1,0,16,7.0,54
135,18.89,2,2,2,2,22,1.0,74
392,8.55,0,1,1,2,28,8.0,46
912,5.73,1,1,2,2,7,2.0,30
277,16.07,0,2,1,0,16,5.0,64
398,8.87,0,1,1,0,19,3.0,55
626,7.69,2,0,2,2,16,3.0,58
161,7.67,1,2,0,2,22,8.0,59
650,10.22,3,2,3,0,18,1.0,68
703,7.06,0,1,0,2,26,5.0,51
978,1.5,0,1,0,0,10,1.0,17
958,1.42,0,0,0,2,24,2.0,40
701,10.89,4,2,1,0,7,0.0,58
510,14.65,3,0,2,1,19,3.0,95
824,8.26,3,1,0,0,15,1.0,57
545,12.55,4,1,1,0,13,8.0,51
254,6.68,0,0,2,2,10,5.0,44
257,18.76,0,2,1,1,15,2.0,80
716,18.63,4,1,0,0,11,5.0,85
448,15.19,1,1,1,2,6,4.0,53
625,12.56,0,1,2,1,22,8.0,49
538,5.32,2,1,0,2,27,2.0,48
628,15.08,2,2,1,2,26,1.0,94
781,14.03,0,1,0,0,17,2.0,65
295,2.98,1,2,3,0,11,2.0,27
579,10.1,2,1,1,1,8,4.0,50
159,5.13,1,2,1,1,25,1.0,60
532,19.99,2,0,1,0,17,1.0,112
981,7.02,0,2,1,1,23,2.0,53
919,15.39,0,2,1,2,24,5.0,89
163,12.85,0,1,0,2,5,5.0,54
99,1.0,3,2,2,0,25,4.0,44
233,11.75,0,0,2,0,9,2.0,55
860,1.78,3,1,1,1,20,6.0,35
160,14.7,0,2,2,2,6,2.0,58
688,5.96,0,2,0,0,22,7.0,45
394,15.64,2,1,2,0,20,4.0,141
855,4.5,4,1,1,2,20,6.0,32
895,13.53,2,1,1,0,28,8.0,78
423,2.28,0,2,1,2,27,9.0,39
916,9.0,3,2,0,1,29,3.0,78
125,4.94,2,0,1,2,28,4.0,63
172,0.82,4,1,2,1,18,9.0,23
933,19.7,2,1,1,1,16,6.0,66
720,14.75,0,1,2,1,10,7.0,62
98,8.84,0,2,2,0,26,0.0,57
181,7.15,4,1,2,0,15,3.0,42
429,7.34,2,1,1,0,22,8.0,47
818,8.28,3,1,1,1,29,7.0,58
644,6.89,2,2,0,0,11,6.0,43
473,1.34,1,0,1,0,9,5.0,30
365,18.86,3,2,3,0,18,1.0,89
338,14.22,2,2,1,1,25,8.0,84
117,16.17,0,2,1,1,10,2.0,116
792,11.93,3,0,2,1,7,1.0,75
168,4.14,2,1,2,0,23,2.0,41
245,0.8,3,0,1,0,14,9.0,36
811,19.7,2,1,1,0,10,2.0,60
959,3.74,2,1,2,0,19,6.0,36
346,12.51,0,2,1,0,18,5.0,62
403,10.35,0,2,3,0,7,9.0,48
909,5.56,0,1,0,2,19,5.0,31
91,2.83,4,2,0,2,14,6.0,28
962,12.26,0,1,0,0,20,2.0,66
507,18.26,2,0,3,2,28,7.0,93
356,13.03,1,1,2,2,9,1.0,50
261,12.49,0,2,2,0,25,4.0,77
201,13.02,3,0,0,1,6,9.0,65
617,1.69,4,2,0,1,11,7.0,20
282,7.09,3,1,2,2,13,8.0,37
511,12.46,1,1,0,0,10,1.0,62
209,0.6,0,1,0,0,26,3.0,30
607,4.52,0,1,1,1,17,0.0,71
784,7.24,2,2,1,0,28,6.0,65
465,19.26,4,2,2,2,21,6.0,67
25,9.39,4,2,2,2,21,9.0,50
714,8.53,0,1,1,2,8,2.0,41
527,8.59,0,1,3,2,17,8.0,36
696,12.41,0,2,2,1,10,1.0,51
882,13.6,1,0,1,0,9,7.0,61
431,3.29,0,2,0,2,17,4.0,32
711,15.32,0,2,2,0,17,6.0,80
777,4.97,2,1,1,0,17,9.0,34
672,17.99,1,1,2,1,11,2.0,84
730,3.69,2,2,0,0,8,8.0,27
769,7.17,0,2,2,2,7,9.0,29
53,18.82,4,1,2,1,5,3.0,77
801,14.29,4,2,2,0,14,7.0,78
955,8.67,4,0,2,0,20,4.0,55
540,3.02,2,2,2,0,23,1.0,46
385,14.83,2,1,2,1,19,4.0,126
786,18.21,1,1,2,0,5,1.0,70
836,8.67,2,0,0,0,12,7.0,104
566,12.0,0,1,1,1,25,0.0,75
709,5.47,2,1,2,1,21,6.0,38
230,12.81,0,1,2,0,12,2.0,51
2,19.04,2,1,1,1,12,6.0,60
761,3.46,0,1,2,0,24,6.0,37
699,3.51,4,2,3,0,22,2.0,44
81,17.33,3,1,1,2,12,3.0,79
17,6.43,0,1,1,1,9,7.0,26
839,11.82,4,2,3,0,24,7.0,77
113,18.63,0,1,1,0,26,8.0,75
501,14.11,2,0,2,2,24,3.0,93
386,16.17,0,2,1,2,12,2.0,78
752,18.83,0,2,3,0,8,0.0,68
381,2.8,0,0,0,0,28,1.0,50
564,0.78,0,1,0,0,11,0.0,18
573,8.23,3,1,1,0,17,3.0,56
445,16.35,1,2,3,0,16,6.0,67
986,10.16,0,0,3,0,12,5.0,52
572,15.78,0,0,0,2,12,1.0,68
482,14.07,0,0,0,0,5,8.0,67
472,19.41,3,0,1,1,21,3.0,100
116,17.49,2,1,1,0,27,9.0,97
587,1.98,2,1,0,0,22,0.0,39
174,4.92,0,0,2,2,12,0.0,41
664,5.13,0,2,2,1,16,1.0,38
684,13.54,1,1,2,0,11,1.0,54
576,19.02,0,2,0,0,29,9.0,87
225,5.67,0,1,2,2,11,9.0,27
152,5.17,1,1,2,0,29,0.0,56
353,13.34,0,2,3,0,20,6.0,53
705,1.74,0,2,3,0,23,2.0,34
517,7.84,2,1,2,2,7,8.0,36
456,10.11,4,1,2,0,11,4.0,44
932,16.78,2,2,2,0,22,1.0,70
327,11.31,0,0,1,0,20,0.0,67
923,17.94,2,0,1,2,22,6.0,85
220,17.06,0,1,1,0,9,9.0,66
972,18.77,1,1,0,1,15,5.0,71
284,2.33,0,1,1,0,9,2.0,18
240,3.95,0,1,0,0,13,5.0,25
479,19.4,3,2,0,2,23,9.0,92
221,13.32,4,2,0,0,26,0.0,71
897,6.22,2,2,2,0,15,0.0,49
190,5.22,3,2,2,2,14,3.0,43
858,9.71,0,1,0,1,27,5.0,61
931,3.22,2,2,3,0,14,8.0,34
904,11.87,0,2,2,0,10,6.0,43
961,2.11,0,1,0,2,28,5.0,34
952,13.47,0,2,1,0,19,4.0,59
331,7.44,2,1,1,0,27,5.0,53
340,2.41,0,2,1,0,15,9.0,25
556,8.37,0,0,1,2,13,7.0,42
46,13.42,2,2,1,0,6,6.0,105
28,10.53,1,0,1,0,25,8.0,72
796,17.51,0,2,1,0,15,3.0,60
470,19.28,3,2,2,1,21,3.0,101
574,12.63,1,2,3,2,8,8.0,49
370,1.85,0,2,1,0,10,1.0,24
682,5.53,4,0,2,0,23,4.0,59
471,0.74,2,1,2,1,13,4.0,21
620,15.09,3,1,2,1,20,7.0,68
549,10.65,0,2,0,2,23,8.0,58
515,1.38,0,2,1,2,5,8.0,13
415,12.82,2,2,1,0,28,9.0,72
885,16.1,0,1,1,0,25,0.0,64
432,15.35,2,0,3,2,23,9.0,80
199,17.8,3,2,2,0,16,9.0,73
189,10.83,0,2,1,2,8,9.0,51
362,13.04,0,2,2,2,20,6.0,65
970,9.78,0,2,0,0,18,3.0,58
749,18.18,3,0,2,0,17,3.0,85
231,16.0,1,2,0,2,13,3.0,65
407,8.09,1,1,1,1,22,2.0,56
485,11.89,0,2,0,0,28,0.0,79
766,11.61,0,0,2,1,19,1.0,67
437,1.92,0,1,2,0,8,7.0,14
737,8.15,0,0,1,2,12,9.0,43
4,12.17,3,1,1,0,20,8.0,68
736,17.61,1,2,0,0,9,5.0,74
354,3.68,0,0,0,1,16,6.0,47
747,7.99,0,2,1,0,18,4.0,42
75,14.28,4,0,0,2,23,5.0,77
58,4.32,0,2,2,0,17,4.0,36
879,1.03,0,2,0,0,19,4.0,29
166,16.79,1,0,0,0,24,6.0,85
697,6.13,0,2,3,2,22,0.0,48
906,17.91,0,1,0,0,6,7.0,68
443,7.8,2,2,2,0,11,7.0,49
374,13.82,0,2,1,0,21,9.0,72
503,6.54,0,2,3,0,10,7.0,39
250,17.13,2,1,1,1,19,1.0,71
412,19.03,0,1,2,0,16,5.0,68
843,3.97,0,0,0,0,19,8.0,40
38,2.4,3,1,3,2,27,5.0,42
898,17.98,0,1,1,0,5,8.0,45
760,15.88,2,1,1,1,17,1.0,68
638,5.23,0,2,2,2,23,2.0,47
513,18.69,4,2,3,0,23,9.0,74
401,2.51,0,1,2,0,16,2.0,28
9,12.22,0,1,1,2,15,0.0,56
64,7.46,0,2,1,0,8,5.0,42
86,6.84,0,2,1,0,25,1.0,51
184,17.61,4,1,2,0,5,8.0,61
51,19.41,1,2,2,1,7,6.0,66
927,5.74,2,0,1,0,13,9.0,46
396,18.65,1,1,3,1,19,2.0,68
602,5.93,0,1,0,2,19,3.0,36
622,4.58,0,0,2,2,22,9.0,45
745,5.03,0,2,2,0,17,5.0,38
739,9.06,0,0,1,0,26,3.0,61
30,1.41,1,2,1,0,15,0.0,72
530,17.36,2,0,0,0,24,1.0,105
987,13.92,3,1,2,2,18,4.0,70
41,2.88,2,2,2,1,16,4.0,41
345,8.27,0,0,0,2,13,5.0,58
498,2.02,0,0,1,0,28,5.0,44
318,3.88,3,1,2,0,9,6.0,33
911,12.01,0,1,2,1,5,7.0,42
228,8.17,0,2,0,2,20,9.0,44
519,19.75,0,2,2,0,25,1.0,103
120,11.02,0,0,2,2,22,2.0,70
42,10.16,3,2,3,0,10,1.0,67
668,3.63,4,2,2,1,22,9.0,39
871,7.78,1,0,0,0,25,3.0,74
26,15.81,0,1,2,1,25,1.0,92
543,4.96,2,0,2,0,21,0.0,60
93,15.34,2,1,0,0,18,6.0,54
851,1.81,0,2,0,1,23,3.0,34
868,4.05,0,2,1,0,20,5.0,44
344,8.96,3,2,2,1,6,5.0,51
357,1.02,4,0,1,0,6,8.0,21
613,12.74,2,1,0,0,17,9.0,63
857,1.21,3,1,0,0,22,1.0,39
605,2.85,0,1,2,2,26,0.0,38
655,8.92,0,2,2,0,10,1.0,51
939,2.8,0,0,2,2,10,5.0,33
310,5.78,1,1,0,2,9,9.0,33
329,8.68,2,2,2,0,8,5.0,52
757,12.59,4,2,2,0,13,9.0,62
814,18.46,0,2,2,2,29,1.0,153
366,8.03,0,1,1,2,14,8.0,42
870,18.95,3,1,2,1,27,0.0,92
665,2.48,4,2,0,1,14,6.0,27
640,7.86,4,2,2,1,22,2.0,55
262,19.81,3,2,0,1,20,5.0,104
15,4.05,3,2,1,2,19,2.0,50
548,13.6,2,2,0,2,23,6.0,83
807,18.72,2,2,0,0,17,0.0,89
144,6.37,2,1,0,1,29,4.0,56
294,7.52,0,2,0,1,17,9.0,44
469,4.86,1,2,1,1,25,4.0,52
641,0.89,2,1,2,1,9,0.0,20
992,14.05,0,0,2,2,19,0.0,72
123,6.7,1,0,2,2,23,3.0,59
114,16.26,2,0,2,0,16,6.0,70
635,2.59,4,2,2,0,13,5.0,28
271,16.28,2,1,2,2,8,9.0,71
848,19.94,0,1,0,0,26,6.0,83
419,13.61,0,1,2,0,26,0.0,66
382,14.09,0,0,0,0,12,6.0,67
536,18.92,0,0,2,2,27,4.0,100
768,17.6,0,1,0,0,27,3.0,69
913,12.67,4,2,2,2,7,3.0,43
439,14.27,0,2,3,1,24,3.0,77
468,17.44,0,1,1,0,25,9.0,89
890,5.24,4,0,0,2,26,8.0,51
922,10.0,0,2,0,2,6,9.0,47
743,15.08,3,1,1,0,29,7.0,84
677,2.68,0,1,2,0,16,8.0,25
645,2.84,0,1,1,2,24,2.0,35
444,7.73,0,0,3,0,29,5.0,58
775,16.05,3,2,1,0,11,2.0,89
738,16.42,0,2,1,0,20,2.0,84
388,3.96,0,2,0,0,23,5.0,44
872,5.78,0,0,2,0,11,5.0,38
1000,9.2,0,0,2,2,9,9.0,48
680,17.38,2,2,0,2,11,2.0,92
597,13.52,0,1,2,2,27,1.0,82
371,2.47,4,2,2,0,27,2.0,44
899,0.75,0,2,0,0,10,5.0,16
957,10.62,2,2,3,0,7,2.0,48
62,5.79,4,2,2,0,26,6.0,49
249,19.29,4,2,1,2,7,8.0,84
774,8.25,4,2,1,1,24,4.0,62
452,11.39,2,0,1,2,14,1.0,72
533,19.93,3,1,0,0,6,6.0,59
